,Index,Tamil,English
708,708," ""சலோ விஜயவாடா.."" குலுங்கியுள்ளது ஆந்திரா! சம்பள உயர்வு விவகாரத்தில் 2 லட்சம் அரசு ஊழியர்கள் பேரணி"," ""Hello Vijayawada.."" Andhra is shaken! 2 lakh government employees rally on salary hike issue"
709,709,உத்தரப்பிரதேச தேர்தல்: அகிலேஷ் யாதவுக்கு 'கை' கொடுக்கும் மம்தா.. பாஜகவை விரட்டியடிப்போம் என உறுதி , Uttar Pradesh Election: Mamata lends 'hand' to Akhilesh Yadav.. Promises to oust BJP
710,710,"""சிறையில் இருந்தபோது வி.கே.சசிகலாவுக்கு படுக்கை, தனி சமையல்"" - விசாரணையில் உறுதி","""VK Sasikala had a bed, separate cooking while in jail"" - confirmed in the investigation"
711,711,யுக்ரேன் பதற்றம்: ஐரோப்பாவிற்கு கூடுதல் படைகளை அனுப்பும் அமெரிக்கா, Ukraine tension: US to send more troops to Europe
712,712,"கர்ப்பம்னு சொன்னாங்களே.. டக்குனு 5 மாசத்துல வந்துட்டாரே.. அதுவும் பப்ளிக்கா.. மனைவியுடன் ""கூல்"" கிம்"," You said you are pregnant.. Dakunu is 5 months old.. And that is public.. ""Cool"" Kim with his wife"
713,713,'தலித் கோட்டை..' ஆக்ராவில் மீண்டும் கொடிநாட்ட களமிறங்கும் பகுஜன் சமாஜ்.. மாயாவதி பிரச்சாரம்!, 'Dalit Fort..' Bahujan Samaj is again flagging in Agra.. Mayawati campaign!
714,714,கடவுளே.. கதறி அழுத கணவன் மனைவி.. கண்ணீரோடு வீடியோ.. உ.பி தேர்தலில் என்னவெல்லாம் நடக்குது பாருங்க! ,God.. Crying husband and wife.. Video with tears.. Look what is happening in UP elections!
715,715,கதம் கதம்.. சொல்லி அடிக்கும் மம்தா.. தீதீ வரபோறாங்களாம்.. ஏற்கனவே அகிலேஷை சமாளிக்க முடியல.. பரபர உபி, Katam Katam.. Mamata says and hits.. Didi is coming.. I can't handle Akhilesh already.. Parabara Upi
716,716,உ.பி வளர்ச்சிக்கு 'சிவப்பு' மாஃபியாக்களுக்கு 'பச்சை' விளக்கை காட்டுவார் அகிலேஷ் - அமித்ஷா தாக்கு , Akhilesh to show 'green' light to 'red' mafias for UP development - Amitshah Taku
717,717,ராஜ்நாத் மகனுக்கு பிரச்சாரம் செய்ய வந்த பாஜக எம்பி.. செருப்பை தூக்கி காட்டிய மக்கள்.. உ.பியில் பரபர ,BJP MP came to campaign for Rajnath's son.
718,718,எங்க போனாலும் ஃபாலோ பண்றான்.. 19 வயது இளைஞரால் விக்கித்து போன எலான் மஸ்க்.. எடுத்த பரபர முடிவு! ," He follows wherever he goes.. Elon Musk, who was sold by a 19-year-old boy."
719,719,7 ஆண்டுகளுக்கு முன் மயிலாடுதுறை ரங்கநாதர் கோயிலில் வெள்ளி படிச்சட்டம் திருட்டு.. 2 தீட்சிதர்கள் கைது, 7 years ago in Mayiladuthurai Ranganathar temple theft of silver stair frame.. 2 Dikshitars arrested
720,720, மீனாட்சி ஆட்சி செய்யும் மதுரையில் இத்தனை கோவில்களா? தரிசித்தால் கோடி புண்ணியம் ," Are there so many temples in Madurai where Meenakshi rules? If you visit, it will be a blessing"
721,721,"அழுதுகொண்டே ஒவ்வொரு மாத்திரையை விழுங்கி, தற்கொலைக்கு முயன்ற அங்கன்வாடி பெண்.. ""பஞ்சவர்ணம்"" டார்ச்சர்","Anganwadi girl tried to commit suicide by swallowing every pill while crying.. ""Panchavarnam"" Torture"
722,722,தற்கொலை முயற்சி வீடியோ.. வாட்டர் பாட்டிலில் குடித்து கொண்டே.. மாத்திரையை விழுங்கிய பெண் ஊழியர் , Suicide attempt video.. Female employee swallowed pill while drinking from water bottle.
723,723,'நீங்க என்ன சொன்னாலும் கேட்டுனு இருக்க நான் அவர் அல்ல' - வெறுப்பாகி வெங்கடேஷ் பட் வெளியிட்ட பதிவு, 'I am not him to listen to whatever you say' - a post posted by a disgusted Venkatesh Bhatt
724,724,திருச்செந்தூரில் நடந்த நிகழ்வு.. இனி இப்படி செய்ய மாட்டேன்... தாமரைச் செல்வியின் வருத்தம் ,The incident in Tiruchendur.. I will not do this again... Ms. Thamarai's regret
725,725,கானா பாடலால் சிபியை கடைந்தெடுத்த பிரியங்கா..சிபி கொடுத்த பதில்.. இது வேற லெவலில் இருக்கே," Priyanka's response to the song ""Ghana"" is on a different level."
726,726,மேடையில் அமீரை அந்த வார்த்தை சொல்லி கலாய்த்து தள்ளிய ராஜு.. கைத்தட்டி சிரித்த பாவனி , Raju pushed Amir by saying that word on the stage. Bhavani clapped and smiled
727,727,கணவனை நினைத்து...அந்த மாதிரியே ஆகிவிட்டேன்...உருக்கமாக பதிவிட்ட கன்னிகா," Thinking of my husband...I have become like that...Kanika, who has posted it as a melting pot"
728,728,பரிதாப நிலையில் வனிதா... கன்சஷன் ரூமில் பிக் பாஸ் கொடுத்த அட்வைஸ்.. இப்படி ஆகிவிட்டாரே ,Vanita is in a pitiful state... Big Boss gave advice in the concussion room..
729,729,வெகுண்டு எழுந்த தாமரை.. சண்டைக்களமாக மாறிய பிக்பாஸ் வீடு... இதுதான் காரணமா , Bigg Boss's house turned into a fight field... Is this the reason?
730,730,வனிதாவின் மூளைக்குள் அந்த வார்த்தை... அவருடைய நடவடிக்கைக்கு காரணம் இதுதானா , That word in Vanitha's brain... Is this the reason for her action?
731,731,வயது போதாது! போய் படிங்கம்மா! அமமுக வேட்பாளரை திருப்பி அனுப்பிய தேர்தல் அதிகாரி! , Age is not enough! Go and study! The election officer sent back the AAM candidate!
732,732,திமுக நிர்வாகி மடிப்பாக்கம் செல்வம் கொலை - சமயபுரத்தில் 2 பேர் கைது ,DMK executive Madipakkam Selvam murdered - 2 arrested in Samayapuram
733,733,சீனா- பாகிஸ்தான் நெருக்கம்.. நாடாளுமன்றத்தில் ராகுல் கூறிய கருத்துகளை ஒப்பு கொள்ள அமெரிக்கா மறுப்பு , China-Pakistan closeness.. America refuses to accept Rahul's comments in Parliament
734,734," உலகம் முழுவதும் நாளுக்கு நாள் உயரும் கொரோனா: ஒரே நாளில் 29,80,802 பேர் பாதிப்பு - 11,328 பேர் மரணம் "," Corona is increasing day by day all over the world: 29,80,802 people affected in one day - 11,328 people died"
735,735, இந்த சிவ ஆலயங்களை தரிசித்தால் காசிக்கு போன புண்ணியம் நிச்சயம் கிடைக்கும் ," If you visit these Shiva temples, you will surely get the blessings that have gone to Kashi"
736,736,சிறையில் சசிகலாவுக்கு சிறப்பு சலுகைகள் வழங்க லஞ்சம் பெற்ற விவகாரம்.. இறுதி குற்றப்பத்திரிகை தாக்கல்,The issue of taking bribe to give special privileges to Sasikala in jail..Final charge sheet filing
737,737,அப்பாடா.. ரோட்டு பக்கம் வண்டியை நிறுத்திட்டு போனா போலீஸ் தூக்க மாட்டாங்க! நிம்மதியில் பெங்களூர்," Dad.. If you stop the car on the side of the road, the police won't pick you up! Bangalore at peace"
738,738,ஹிஜாப் எங்க உரிமை.. அவங்களை விடலைனா நாங்க வரமாட்டோம் -மாணவிகளுக்கு ஆதரவாக குதித்த இஸ்லாமிய மாணவர்கள் , Hijab is our right.. we will not come if they don't leave them - Muslim students jumped in support of the students
739,739,கர்நாடகாவில் கட்டுக்குள் வந்த கொரோனா 3ஆம் அலை.. 100% அனுமதியுடன் பல தளர்வுகள் அறிவிப்பு - முழு தகவல்,Corona 3rd wave under control in Karnataka.. Many relaxations announced with 100% clearance - Full information
740,740,சட்டசபை தேர்தல் நெருங்கி வரும் நிலையில்.. பஞ்சாப் முதல்வரின் மருமகன் திடீர் கைது.. என்ன காரணம்?, As the assembly elections are approaching.. the son-in-law of the Punjab Chief Minister was suddenly arrested.. what is the reason?
741,741,பஞ்சாப் சட்டசபை தேர்தல்: காங். முதல்வர் வேட்பாளர் பிப்ரவரி 6-ல் அறிவிப்பு , Punjab Assembly Elections: Cong. Chief Ministerial candidate to be announced on 6th February
742,742, நீட் விலக்கு விவகாரம்.. ஆளுநர் ஆர்.என்.ரவியை நேரில் சந்திக்கும் அண்ணாமலை.. என்ன காரணம் தெரியுமா, NEET exemption issue.. Annamalai to meet Governor RN Ravi in person.. Do you know the reason?
743,743,நீட் விலக்கு தொடர்பாக ஆலோசனை வழங்க.. பாஜக உள்ளிட்ட சட்டமன்ற கட்சித் தலைவர்களுக்கு முதல்வர் கடிதம்!,Chief Minister's letter to BJP and other legislative party leaders to give advice on NEET exemption!
744,744,மன சங்கடம்..நீட் விலக்கு மசோதாவை ஆளுநர் நிராகரித்தது உள்ளாட்சி தேர்தலில் எதிரொலிக்கும் - துரை வைகோ , Mental embarrassment..Governor's rejection of NEET Exemption Bill will reverberate in local elections - Durai Vaiko
745,745,"நகர்ப்புற உள்ளாட்சி தேர்தலுக்கு வேட்புமனு தாக்கல் நிறைவு - நாளை பரிசீலனை,7ல் வேட்பாளர் பட்டியல்"," Nominations for Urban Local Government Elections Completed - Consideration Tomorrow, List of Candidates on 7th"
746,746,"""வெளியேறுங்கள்"".. முதல்வர் ஸ்டாலின் காட்டம்.. ஆளுநர் ரவிக்கு எதிராக தேசிய அளவில் பெரிய டிரெண்ட்! ","""Get out"".. Chief Minister Stalin Gattam.. Big trend nationally against Governor Ravi!"
747,747,நீட் மசோதா திருப்பி அனுப்பிய விவகாரம் : நாளை அனைத்துக்கட்சிக் கூட்டம் - பாஜக புறக்கணிப்பு , NEET bill sent back issue: All party meeting tomorrow - BJP boycott
748,748,"சினிமா பார்த்து தீர்ப்பு.. ஒரு கட்சிக்கு ஆதரவாக செயல்படும் ""நீதிபதி"".. விளாசிய எம்பி செந்தில் குமார் "," Watch the movie and judge.. ""Judge"" who acts in favor of a party.. Vlasiya MP Senthil Kumar"
749,749,உங்களுக்கு தெரியாமல் போனது ஏன்? ரொம்ப காலம் இல்லை.. கொதிக்கும் உதயநிதி.. காரமான விமர்சனம்! ,Why don't you know? Not long.. Boiling Udayanidhi.. Spicy review!
750,750,நீட் மசோதாவை அரசு மீண்டும் அனுப்பினால் ஆளுநர் என்ன செய்ய வேண்டும்? அரசியல் சாசனம் கூறுவது என்ன?, What should the governor do if the government resends the NEET bill? What does the constitution say?
751,751,"சென்னை 1,243 வாக்குச்சாவடிகள் பதற்றமானவை... கூடுதல் பாதுகாப்பு - ககன்தீப் சிங் பேடி "," 1,243 polling stations in Chennai are tense... extra security - Gagandeep Singh Bedi"
752,752, 'சமூக நீதிக்கு எதிரானவர்'.. தமிழக ஆளுநரை மத்திய அரசு உடனே திரும்ப அழைக்கணும்.. ஜவாஹிருல்லா ஆவேசம் , 'He is against social justice'.. Tamil Nadu Governor should be immediately recalled by Central Government.. Jawahirullah is obsessed.
753,753,"NEET: ஒரே ஒரு லெட்டர்! கண்டித்த முரசொலி.. ""சிக்னல்"" தந்த ஆளுநர் ரவி.. 1 வாரத்தில் நடந்தது என்ன? ","NEET: Only One Letter! Condemned Murasoli.. Governor Ravi gave ""signal"".. What happened in 1 week?"
754,754,ஆளுநரை திரும்பப் பெற வலியுறுத்தி ஆளுநர் மாளிகை முற்றுகைப் போராட்டம் - வேல்முருகன் அறிவிப்பு , Governor's House siege demanding withdrawal of Governor - Velmurugan announcement
755,755,அதிரடி.. டாஸ்மாக் பார்களை 6 மாதத்துக்குள் மூட வேண்டும்.. உத்தரவிட்ட சென்னை உயர்நீதிமன்றம் , Action.. TASMAC bars should be closed within 6 months.. Madras High Court ordered
756,756,திருப்பியனுப்புவது ராஜ்பவனின் மேட்டிமை.. மீண்டும் அனுப்புவது சட்டமன்ற உரிமை: வைரமுத்து , Return Raj Bhavan's Highness.. Return Legislative Right: Vairamuthu
757,757,"""2 மாங்காய்"".. சென்னையை தட்டி தூக்கும் உதயநிதி.. 2 முக்கிய தலைகளுக்கு சான்ஸ்.. பக்கா பிளான்! ","""2 Mangai"".. Udayanidhi to knock down Chennai.. Chance for 2 main heads.. Baka plan!"
758,758,குட் நியூஸ்.. இனி சும்மா ஜிவ்வுன்னு பறக்கலாம்.. சென்னை-பெங்களூர் விரைவு சாலை பணி ஏப்ரலில் தொடங்கும்!, Good news.. Now you can fly for free.. Chennai-Bangalore expressway work will start in April!
759,759,"""ரெடி பண்ணுங்கம்மா"".. பப்ஜி மதன் மனைவி கிருத்திகாவிற்கு ரகசிய கால்.. சிக்கும் தலை.. லீக்கான ஆடியோ! "," ""Ready Pannungamma"".. Pubji Madan's secret call to his wife Kritika.. Getting stuck.. Audio for Lee!"
760,760,ஸ்டாலினின் ஸ்மார்ட் ஒர்க்.. இப்பவும் எடப்பாடி தப்பு செஞ்சுட்டாரோ.. பிரியும் வாக்குகள் .. தகதக களம்,Stalin's smart work.. Even now Edappadi made a mistake.. Splitting votes.. Good field
761,761,கோதாவரி-காவிரி இணைப்பு கனவாகவே நீடிக்க கூடாது.. கருத்தொற்றுமை ஏற்படுத்த வேண்டும் - பாமக நிறுவனர் ராமதாஸ் , Godavari-Caveri connection should not remain a dream.. Consensus should be created - Bamaga founder Ramadoss
762,762,"வயிற்றெரிச்சல்.. காங். ""பேராயுதம்"".. அதை முதல்வர் ஆதரிக்கிறார்.. மீண்டும் ஸ்டாலின் மீது பாய்ந்த பாஜக"," Diarrhea.. Kong. ""Bayrayutham"".. Chief Minister supports it.. BJP has jumped on Stalin again"
763,763,காமாட்சி பாட்டியின் கவுன்சிலர் கனவு! 94 வயதில் தேர்தலில் போட்டி! உள்ளாட்சித் தேர்தல் ருசிகரம்! ,Kamakshi Bhatti's councilor dream! Competition in the election at the age of 94! Local government elections are delicious!
764,764,"நீட் விலக்கு விவகாரம்.. வலுக்கும் எதிர்ப்பு, ஆளுநர் மாளிகையை முற்றுகையிடும் திராவிடர் விடுதலை கழகம் "," NEET Exemption Issue .. Opposition to Vala, Dravidian Liberation Association lays siege to Governor's House"
765,765,"ரியல் காரணமே வேறு.. திமுக பற்றி டெல்லிக்கு ""பாஸ்"" செய்யப்பட்ட மெசேஜ்.. ஆளுநர் ஆக்சனின் பின்னணி! "," The real reason is different.. The message ""passed"" to Delhi about the DMK.. The background of Governor Axon!"
766,766,ஆளுநருக்கு எதிராக போராட்ட அறிவிப்பு...கிண்டி ராஜ்பவன் முன் பலத்த போலீஸ் பாதுகாப்பு ,Notice of protest against Governor...Strong police security in front of Kindi Raj Bhavan
767,767,பெத்தேல் நகர் ஆக்கிரமிப்பு: மக்களுக்கு மாற்று இடம் வழங்க பரிசீலனை - உயர்நீதிமன்றத்தில் தமிழக அரசு, Bethel Nagar Occupy: Consideration of giving alternative place to people - Tamil Nadu Govt in High Court
768,768,"இதுதான் நீட் தேர்வை ரத்து செய்யும் லட்சணமா?.. ஆளுநரிடம் என்ன பேசினீங்க? திமுகவிடம், ஓ.பி.எஸ் கேள்வி ", Is this the intention to cancel the NEET exam?.. What did you talk to the governor? OPS question to DMK
769,769," ""கொட்டத்தை அடக்க.."" குடியரசு தலைவர் தேர்வில் இதை பண்ணுங்க.. ஸ்ட்ரெயிட்டா ஸ்டாலினிடம் போன ரவிக்குமார்","Ravikumar went straight to Stalin ""to suppress the hatred.."" Do this in the presidential election.."
770,770,"கண்ணசைத்த ஸ்டாலின்.. டெல்லிவரை பறந்த ""சிக்னல்"".. ராகுல் ஏன் அப்படி பேசினார் தெரியுமா..?"," Stalin who winked.. The ""signal"" that flew to Delhi.. Do you know why Rahul spoke like that..?"
771,771,ஆட்டு தாடி.. சீறிய ஸ்டாலின்.. ஆளுநர் கூப்பிட்டா என்கிட்டே சொல்லுங்க.. கொதித்த மம்தா -2 பக்கமும் அடி , Goat beard.. Angry Stalin.. Tell me if the governor calls.. Boiled Mamata - 2 feet on both sides
772,772,"தமிழகத்தில் வீடு, வீடாக எத்தனை பேர் வாக்கு சேகரிக்கலாம்?.. புதிய அறிவிப்பை வெளியிட்ட தேர்தல் ஆணையம்!",How many people can collect votes from house to house in Tamil Nadu?.. The Election Commission has issued a new notification!
773,773,"""திராவிட ஸ்டாக்கிஸ்ட்டுகள்"".. ஆளுநர் ரவிகிட்ட திமுகவின் வம்பு.. பொறிந்து தள்ளிய டாக்டர் கிருஷ்ணசாமி"," ""Dravidian stockists""."
774,774,ஆளுநர் 4 எம்எல்ஏ கட்சித் தலைவரா? 234 எம்எல்ஏக்களை கொண்ட அவையை அவமதிப்பவரா! தகித்த நீதியரசர் சந்துரு, Governor 4 MLA party leader? Insulting the House of 234 MLAs! Righteous Justice Chanduru
775,775,பிரபல பாடகர் கானா பாலா அதிரடி.. யாரை எதிர்த்து போட்டி..? புளியந்தோப்பில் எகிறும் எதிர்பார்ப்பு..!,Famous singer Kana Bala in action.. Who will compete against..? Expectation rising in tamarind..!
776,776,யாரை ஏமாத்த பாக்குறீங்க.. ஆளுநர் சொன்னதை பப்ளிக்கா வெளியிடுங்க! முதல்வர் ஸ்டாலினுக்கு அண்ணாமலை சவால் , Who are you trying to deceive? Make public what the governor said! Annamalai challenge to Chief Minister Stalin
777,777,சென்னையில் அதிகாலையில் பனி மூட்டம்...கடலோர மாவட்டங்களில் 3 நாட்களுக்கு லேசான மழை , Early morning fog in Chennai...light rain for 3 days in coastal districts
778,778,கத்தியுடன் கெத்து..! 2K KidS புள்ளிங்கோவை கொத்தாக தூக்கி கும்பிட வைத்த போலீஸ்..! இது தேவையா தம்பி? , Killed with a knife..! The police made 2K KidS Pattango to bow down in a bunch..! Is this necessary bro?
779,779,3719 பார்களை மூட ஹைகோர்ட் அதிரடி உத்தரவு- தமிழக அரசு உடனே நடவடிக்கை எடுக்க அன்புமணி வலியுறுத்தல் ,High Court action order to close 3719 bars- Anbumani urges Tamil Nadu government to take immediate action
780,780,ஒரே போடு போட்ட ஸ்டாலின்.. ரேஷன் கடைகளுக்கு பறந்த முக்கிய உத்தரவு.. தமிழக அரசு அதிரடி..! , Stalin gave a single shot.. The important order flew to the ration shops.. Tamil Nadu government took action..!
781,781,அதிர்ச்சி.. ஆளுநரின் அறிக்கை உண்மைக்கு புறம்பாக உள்ளது - நீட் ஆய்வுக் குழு உறுப்பினர் ரவீந்தரநாத் , Shocking..Governor's statement is untrue - NEET panel member Ravindaranath
782,782,நீட் விலக்கு மசோதாவை திருப்பியனுப்பிய நிலையில்.. தமிழக ஆளுநர் ஆர்.என்.ரவி 3 நாள் டெல்லி பயணம் , Tamil Nadu Governor RN Ravi 3-day trip to Delhi after NEET Exemption Bill sent back
783,783,கச்சத்தீவு திருவிழா: தமிழக மீனவர்களுக்கு அனுமதி கோரி மத்திய அரசுக்கு முதல்வர் மு.க.ஸ்டாலின் கடிதம் ,Kachchathivu Festival: Chief Minister M.K.Stal's letter to Central Government seeking permission for Tamil Nadu fishermen
784,784,வெந்த புண்ணில் வேல் பாய்ச்சுவதா? உள்நோக்கத்துடன் தமிழக விரோத போக்கில் மத்திய அரசு! காங்கிரஸ் சாடல்! , Do you apply vinegar to the burn? The central government is deliberately hostile to Tamil Nadu! Congress sang!
785,785," நோட் பண்ணுங்க.. தலைநகரில் 33 இடங்கள்..திமுகவின் வேதனையும், எங்கள் சாதனையும்.. மாஜி மணிகண்டன் சுளீர்", Note.. 33 seats in the capital..DMK's agony and our achievement..Maji Manikandan Suleer
786,786,"""பேயை அகற்றுவேன்"".. யூத் போல நடித்து.. மிஸ் தமிழ்நாட்டை வன்புணர்வு செய்த போலீஸ்.. பாய்ந்த வழக்கு ","""I will remove the ghost"".. Acting like a youth.. Police who raped Miss Tamil Nadu.. Case leaked"
787,787, சிரிப்பு கைப்புள்ள இல்ல.. இவர் சீரியஸ் கைப்புள்ளை! தேர்தலில் போட்டியிடும் மக்களை மிரட்டும் ரவுடி, Not a laughing stock.. This is a serious stock! A rowdy who threatens people contesting elections
788,788,பனையூர் வீட்டிற்கு நேரடியாக வந்த புதுவை முதல்வர் ரங்கசாமி.. நடிகர் விஜய் உடன் மீட்டிங்.. என்ன காரணம், Puduwa Chief Minister Rangaswamy who came directly to Panaiyur house.. Meeting with actor Vijay.. What is the reason?
789,789,"ஒரு மாதத்திற்குப் பின் 10,000க்கு கீழ் வந்த தினசரி பாதிப்பு.. பாசிட்டிவ் ரேட்டும் 10க்கு கீழ் குறைவு","Daily Infected Below 10,000 After One Month..Positive Rate Drops Below 10"
790,790,நகர்ப்புற உள்ளாட்சித் தேர்தல்: பிப்.6-ல் முதல்வர் மு.க.ஸ்டாலின் காணொலி பிரசாரம் தொடக்கம் , Urban Local Body Elections: Chief Minister MK Stalin's Video Campaign Begins on February 6
791,791,நீட் தேர்வு: தமிழகத்தில் ஆளுநர் ஆர்.என்.ரவிக்கு எதிராக தொடர் போராட்டங்கள்- உருவப் படம் எதிர்ப்பு! , NEET Exam: Continued protests against Governor RN Ravi in Tamil Nadu - Image protest!
792,792," ""நீட் விலக்கு மசோதாவை.. ஆளுநர் திருப்பி அனுப்ப திமுக அரசே காரணம்.. "" ஓ.பன்னீர்செல்வம் பரபர கருத்து","""The DMK government is responsible for sending back the NEET Exemption Bill.."" O. Panneerselvam Parapara Comment"
793,793,சீட் கிடைக்காத ஆத்திரம்! அமைச்சர் செந்தில்பாலாஜி வீடு முற்றுகை! திமுக மகளிரணியினர் போர்க்கொடி! , The fury of not getting a seat! Minister Senthilbalaji's house siege! DMK Women's War Flag!
794,794," ""அச்சத்தால் வரலாற்றை மாற்றும் முயலும் அரசு.."" மக்களவையை தெறிக்கவிட்ட திரிணாமுல் எம்பி மஹுவா மொய்த்ரா"," Trinamool MP Mahua Moitra slams Lok Sabha, ""Government is trying to change history by fear"""
795,795,நீட் விலக்கு மசோதாவை திருப்பி அனுப்பிய ஆளுநர் - ராஜ்யசபாவில் விவாதிக்க திமுக ஒத்திவைப்பு நோட்டீஸ் ,Governor sends back NEET exemption bill - DMK adjournment notice to debate in Rajya Sabha
796,796,"தமிழக எம்பிகளுக்கு ""அவமதிப்பு"".. ஹிந்தியில் பேசிய சிந்தியா.. கொதித்த சசி தரூர்..காரசார விவாதம்"," ""Insult"" to Tamil Nadu MPs.. Scindia spoke in Hindi.. Sasi Tharoor was angry."
797,797,"இந்தியாவில் கொரோனா பாதிப்பில் இருந்து 2,46,674 பேர் டிஸ்சார்ஜ் - மீளும் நம்பிக்கை "," In India, 2,46,674 people have been discharged from Corona - hope of recovery"
798,798,எல்லையில் இந்தியா சந்திக்கும் பிரச்சினை எதிர்கால மோதல்களுக்கான டிரெய்லர்.. ராணுவ தளபதி பரபர பேச்சு ,The issue India is facing on the border is a trailer for future conflicts
799,799,ராஜ்யசபாவில் எதிரொலித்த ஆளுநர் விவகாரம்: பூஜ்ய நேரத்தை நிறுத்துங்கள்! பொங்கியெழுந்த திமுக எம்பிக்கள், Governor's issue echoed in Rajya Sabha: Stop Zero Time! Enraged DMK MPs
800,800,"ஹலோ பாஜக.. கோமியம் குடிச்சிட்டு ரெடியா இருங்க, நான் வர்றேன்.. போட்டு தாக்கிய பெண் எம்பி..!"," Hello BJP.. drink kommyam and be ready, I am coming.. the female MP who was assaulted..!"
801,801,ராஜ்யசபாவில் திமுக எம்.பி.க்கள் வெளிநடப்பு: மாநில உரிமைகளை ஆளுநர் மதிக்கவில்லை! திருச்சி சிவா பேட்டி,DMK MPs walk out in Rajya Sabha: Governor does not respect state rights! Trichy Siva interview
802,802,அடேங்கப்பா.. காசி விஸ்வநாதர் கோவில் உருவ படத்துடன் வலம் வந்த உ.பி. அலங்கார ஊர்திக்கு முதல் பரிசாம்! , Adengappa.. Kashi Vishwanath temple with the image crawled UP. First prize for a fancy car!
803,803,மதுரை எய்ம்ஸ் மருத்துவமனை கட்ட ஜப்பானுடன் ஒப்பந்தம்; 2026-ல் முடிவடையுமாம்- மத்திய அரசு , Agreement with Japan to build Madurai AIIMS Hospital; To be completed by 2026- Central Govt
804,804,"""கல்வியை மாநில பட்டியலுக்கு மாற்றுக.."" தனிநபர் மசோதாவை தாக்கல் செய்தார் திமுக எம்பி வில்சன்","""Transfer education to state list..."" DMK MP Wilson filed individual bill"
805,805,"""இசட் பிரிவு பாதுகாப்பு வேண்டாம்.. இதைச் செய்யுங்கள் போதும்.."" மக்களவையில் பொங்கிய ஒவைசி"," ""We don't need Z Section security.. Just do this.."" Owaisi raged in the Lok Sabha"
806,806, பாங்காங் ஏரி குறுக்கே பாலம் கட்டும் சீனா.. மத்திய அரசு முதல்முறையாக விளக்கம்! பரபர கருத்து, China will build a bridge across Pangang Lake.. Central government explains for the first time! Parapara comment
807,807,கனடாவில் கமகமத்த தருமபுரி சாமை கேக்! சிறுதானிய உணவு பற்றி ருசியோடு எழுதிய டாக்டர் ராமதாஸ் , Kamagamatta Dharmapuri Samai Cake in Canada! Dr. Ramadoss has written with taste about small grain diet
808,808,"இவரா? சுயேச்சையாவா? தலைசுற்றிப்போன கட்சிகள்.. திண்டுக்கல்லில் களம் காணும் ""கோடீஸ்வர"" குடும்ப வாரிசு!",is he Independent? The parties are confused.
809,809,"குளிக்கும் வீடியோ.. ஹோட்டல் ரூமுக்குள் நுழைந்த மாடலிங் ""அழகி"".. கிரேட் எஸ்கேப் ஆன பாஜக அமைச்சர்"," Bathing video.. Modeling ""beauty"" entered the hotel room.. BJP minister who became a great escape"
810,810,உத்தர பிரதேச தேர்தல் 2022: அயோத்தி விவகாரம் தாக்கத்தை ஏற்படுத்துமா? - கள நிலவரம் என்ன?, Uttar Pradesh Election 2022: Will Ayodhya Affair Impact? - What is the field situation?
811,811, முஸ்லீம் மாணவிகள் ஹிஜாப் அணிவதற்கு கல்லூரி போட்ட தடை.. கர்நாடக உயர்நீதிமன்றத்தில் வழக்கு, College bans Muslim girls from wearing hijab.. Case in Karnataka High Court
812,812,உத்தராகண்ட் தேர்தலுக்கான பிரதமர் மோடியின் டிஜிட்டல் பிரச்சாரம் திடீர் ரத்து! விஷயம் இதுதான் ,Prime Minister Modi's Digital Campaign for Uttarakhand Elections Suddenly Canceled! This is the thing
813,813,மு.க. ஸ்டாலினின் சமூக கூட்டமைப்பு முயற்சி பலன் கொடுக்குமா?, M.K. Will Stalin's attempt at social federation pay off?
814,814,புஷ்பா புருஷன்கள்.. 8 பேருடன் உறவு.. 8 கணவன்கள்.. 28 வயது ஊர்மிளாவின் அட்ராசிட்டி.. அடேங்கப்பா!, Pushpa Purushans.. Relationship with 8 people.. 8 husbands.. 28 year old Urmila's atrocity.. Adengappa!
815,815," காஷ்மீர் வரை எதிரொலிக்கும் கர்நாடக ஹிஜாப் தடை விவகாரம்.. ""கோட்சேவின் இந்தியா"" என மெகபூபா கண்டனம் ", Karnataka hijab ban issue reverberates to Kashmir.
816,816,காந்தியை நிந்தித்த சாமியார்கள் - ஹரித்வாரை அடுத்து சர்ச்சையில் ராய்பூர் மத மாநாடு,Preachers who insulted Gandhi - Raipur religious conference in controversy after Haridwar
817,817,உ.பி சட்டமன்ற தேர்தல் இந்திய அரசியலில் என்ன தாக்கத்தை ஏற்படுத்தும்?, What impact will UP assembly election have on Indian politics?
818,818,''நான்தான் வாவா சுரேஷ்..'' கண்விழித்து பேசிய பாம்புபிடி மன்னன்! ஆபத்தான கட்டத்திலிருந்து மீண்டார் ," ""I am Wawa Suresh.."" the snake king who spoke wide-eyed! Recovered from critical phase"
819,819,'GetOutGovernorRavi': டிரெண்ட்: ஆளுநர் அதிகாரத்தை கேள்வி எழுப்பும் கட்சிகள் - தீர்வு என்ன?, 'GetOutGovernorRavi': Trend: Parties Questioning Governor's Power - What's the Solution?
820,820,டூர் போன கணவர்.. கோபத்தில் மனைவி எடுத்த ஏல முடிவு.. வாங்க போட்டி போட்ட 13 பெண்கள்!,The husband who went on tour.. The wife decided to bid in anger.. 13 women competed to buy!
